creation date;text;classification
17/03/2020;Just seen this lad in age 13 14 take all the pasta and loo roll from his mum s trolley and put them in a disabled trans male OAP s trolley and told his mum to think of others in need The whole supermarket washed their hands to the theme of happy birthday;Positive
17/03/2020;@hollywoodmerkin @dansewell Online shopping #confessionsofashopaholic #coronavirus;Neutral
17/03/2020;NADAD 100m for C19 great idea but I suggest you look at paying local pharmaceutical companies to produce more sanitizers to supply for free The sanitizers prices is outrageous;Positive
17/03/2020;We donÂ’t have enough police to enforce food rationing at every grocery store. Do we need help from national guard?  #EmptyShelves #NoFood #Hoarders #HumanNature #Coronavirus https://t.co/z7yBKWFx8s;Positive
17/03/2020;@old_school_alps @wesstreeting Hi Wes, I've just come off a phone call with TS who said they can't do very much about shops exploiting the prices of #handsanitizer unless the government sets a cap. Any chance you can call on @BorisJohnson to cap it to sto;Negative
17/03/2020;I am concerned about the amount of online shopping IÂ’m going to do over the next few weeks and also concerned that IÂ’m not going to want to wear any of it or after living in for weeks in leggings, t-shirts, and no makeup. #Coronavirus;Negative
17/03/2020;Went to the grocery store about a month ago and accidentally got a huge double bag box of Â‘Raisin BranÂ’ instead of the delicious Â‘Raisin Bran CrunchÂ’ version...IÂ’m still on bag #1 and refuse to waste it, the struggle is REAL ??#CoronaVirus #QuarantineLife;Negative
17/03/2020;Have you ever picked up the wrong item from the grocery store and not notice until you got home? #CoronaVirus #QuarantineLife;Negative
17/03/2020;Lineup at the grocery store in Spain. 15 people in at a time and the rest wait outside 1 meter apart. #COVID2019 https://t.co/r1mMJ6Jvne;Neutral
17/03/2020;The #coronavirus outbreak and resulting social distancing has caused a greater reliance on online shopping. @amazon announced its need to #hire 100,000 employees to keep up with the growing volume of orders. What is your #supplychain doing to keep up with unprecedented #demand? https://t.co/pH4qaaL7jt;Positive
17/03/2020;Oh, I really hope this goes without saying but don't just try to use me to replace the overbooked supermarket home delivery services! Only ask if you genuinely can't get out to do it yourself as a result of the COVID-19 pandemic.;Positive
17/03/2020;If you are healthy, not at risk and not displaying any Covid-19 symptoms, please do not use supermarket home delivery slots at present. Keep that capacity for those that need it. #COVID2019 #coronavirus;Extremely Positive
17/03/2020;Welp, IÂ’m off to the grocery store. Wish me luck! #COVID2019 https://t.co/JXZLq9aY72;Extremely Positive
17/03/2020;Just went to the grocery store for essentials (carbohydrates) and it was a little weird. None of the usual milling just people getting their stuff and GTFO. #COVID2019 #grocerystores #SocialDistancing;Negative
17/03/2020;Shocked, appalled and saddened by the state of the supermarket shelves. Stocking up for 2 weeks is sensible but any longer is just unnecessary #COVID19au #coronavirusaus #COVID2019 https://t.co/I1trTS6q2Q;Negative
17/03/2020;So thereÂ’s no supermarket that has availability to deliver me anything until the 5th April. Awesome #COVID2019;Positive
17/03/2020;On the bright side of plague-mageddon gas prices are gloriously low! No, this is not a circa 1996 pic but it certainly reflects the price! #iwillsurvive #2020 #covid_19 #gasprices https://t.co/j5kkn3HzpE;Extremely Positive
17/03/2020;Off work, kids out of school. No meat in my grocery store, no tp, ya'll be crazy. Even all the cup of noodles are all gone!!! #CoronavirusOutbreak #coronapocolypse #COVID2019;Extremely Negative
17/03/2020;#Coronavirus #Canada #FoodSupplies - Canadians Â‘do not need to panicÂ’ about food shortages amid COVID-19, experts say. https://t.co/4m2TD6gIAc via @Toronto_nian - Toronto's Own -;Positive
17/03/2020;Flatten the curve?! Omg. I thought it said fatten the curve. IÂ’ve managed to eat three weeks of food I bought in panic, on Day One of my self-isolation! #COVID19PH #COVID2019 #COVID19 #Covid_19;Extremely Negative
17/03/2020;There should be a one time #taxcredit for #nurses, doctors, grocery store workers, janitors, etc on the front line of #coronavirus . They will have already paid society.;Neutral
17/03/2020;#PanicBuying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More @bopinion: https://t.co/BmmrLyCnWN #coronavirus #COVID2019 https://t.co/YIqVryEUDY VIA @QuickTake;Positive
17/03/2020;?? #PanicBuying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More via @bopinion: https://t.co/ET0rePxUwe #coronavirus #COVID2019 https://t.co/5PRBgILEZZ VIA @QuickTake;Positive
17/03/2020;Panic buying is not limited to supermarkets and pharmacies. While food flies off shelves, others in the U.S. are on a mission to purchase firearms. More via @bopinion: https://t.co/5dISAZNcE7 #coronavirus #COVID2019 https://t.co/Pc11MyM4TD VIA @QuickTake;Negative
17/03/2020;?? Panic buying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More via @bopinion: https://t.co/vOr0NYCzcm #coronavirus #COVID2019 https://t.co/1uaEeSnnC3 VIA @QuickTake;Negative
17/03/2020;Any news on mortgage companies, car finance or crediit card companyÂ’s offering consumer help to those who have lost their jobs due to #coronavirus shutdowns?  @NewRezHQ @Jeep @BankofAmerica @Citibank;Positive
17/03/2020;I hope we can honor the grocery store workers like we did the first responders of 9/11 #coronavirus #COVID?19;Extremely Positive
17/03/2020;I despair of how people are behaving right now.  My baby granddaughter has a life threatening food intolerance, now even her free from food is being panic bought.  Those panic buying should be ashamed of themselves.  Selfish arseholes???! #coronavirus;Extremely Negative
17/03/2020;Do not eat all ur stock food in a day! Reminder that we are in a quarantine and not in an eat-all-u-can. Thanks ? #coronavirus;Positive
17/03/2020;Amid the #COVID19 outbreak, MinnesotaÂ’s Fortune 500 companies are dusting off their contingency plans to meet consumer demand for goods. https://t.co/1rPHVcyWLM;Negative
17/03/2020;@Miridunn Then the food ran out. They hadn't gone to work. No money for the supermarket. #Covid_19;Negative
17/03/2020;#Supermarkets have #stock for six months, then no more imported food on the shelves. #COVID_19.;Negative
17/03/2020;So what about us retail workers, whoÂ’s employers donÂ’t care and weÂ’re forced to come into work in order to keep our job? Keep pharmacies open and close the store. Us cashiers and our health matters too ya know. ? #coronavirus #COVID19;Positive
17/03/2020;Shout out to all the grocery store and other similar retail locations out there in the world dealing with all the assholes. You're the heros we didn't know we needed. #coronapocolypse #coronavirus;Negative
17/03/2020;Everyone in the grocery store business....Thank You ?? #coronavirus;Positive
17/03/2020;#CONSUMER #ALERT: AG Paxton Reminds #Texans to Be Aware of Cyber #Scams During #Coronavirus (#COVID-19) #Emergency @TXAG https://t.co/b5Ko7ez57e;Neutral
17/03/2020;#Consumer Protection | #SCAM #ALERT: SCAMMERS ARE TAKING ADVANTAGE OF #CORONAVIRUS FEARS @GovHawaii https://t.co/Dxu4rN7pzN;Negative
17/03/2020;@DLoesch People have to go to the Post Office? YES How about millions of Americans have to go to work and the grocery store -life has not STOPPED for the majority of us. Majority of people will not get sick/have little or no symptoms and will completely r;Extremely Positive
17/03/2020;Day 6 #coronavirus online outside the grocery 60 minutes before it opens, only 50 allowed in the store at a time, dozens in front dozens behind.  I hope every stays civil #QuarantineLife https://t.co/C2cREzZCRI;Positive
17/03/2020;With everything that is going on  I will still be working i work at a pharmacy and will always be there for my customers and patients.  Please be kind to myself and my fellow team members as we are trying our best to keep the store stocked and the lines going #coronavirus #retail;Extremely Positive
17/03/2020;@JBPritzker what's your damn plan! Address Illinois not the nation. We want updates! Get to a podium and tell us this is ridiculous have you been to a grocery store lately! #ChineseVirus #ILLINOIS #COVID2019;Negative
17/03/2020;#groepsimmuniteit #COVID19 #corona Anyone actually the read the pandemic procedures and advice reports free accessible online?  I did and tell you this is only the beginning. More to come. Think WUHAN. No shortage of basic food expected but expect logistical problems. https://t.co/1b9np9gBqo;Negative
17/03/2020;If youÂ’re feeling overwhelmed by COVID-19 news, the tales of empty supermarket shelves and the threat of self-isolation life, check out this resource prepared by mental health charity Mind for tips and advice on mental health and wellbeing: https://t.co/CsZgp7eSpm https://t.co/m6M6NPZ4W0;Negative
17/03/2020;I can't  believe I have to say this but. Here it goes. BANANAS DO NOT HELP CURE YOU OF COVID-19 DAMNIT. When I went to the supermarket today the banana aisle was completely decimated! I am like 99.9% sure it was because of that misleading video that's been floating around fb.;Extremely Negative
18/03/2020;Brad#Paisley's Free Grocery Store Delivering To #Elderly Amid #Coronavirus https://t.co/2Uq6c9F0pQ;Positive
18/03/2020;#BradPaisley's Free Grocery Store Delivering To #Elderly Amid #Coronavirus https://t.co/khxWudJqXs;Positive
18/03/2020;Feeding Frenzy In one day demand doubled at the Family Intercultural Resource Center food bank in Summit County Ski areas and many business closed to slow the spread of COVID 19 so demand is expected to grow People can help by donating online to their local food bank;Negative
18/03/2020;DEAR HUMANITY, We as people need to help each other in order to survive this #COVID2019  we need to leave enough food for others to survive this #CoronavirusOutbreak  please donÂ’t go into panic and buy all you can for your self. @Walmart  please put a limit for what people can by;Extremely Positive
18/03/2020;Market Basket is the latest Mass grocery store to offer special shopping hours to those 60 considered high risk for the Share with or tag a friend who will want to know;Extremely Positive
18/03/2020;Give blood if youÂ’re able, volunteer to shop for someone else when headed to the grocery store, order takeout from your neighborhood restaurant, shop local (in a safe and sensible way) when possible. Stop panic buying, this is only stressing supply lines. https://t.co/rwPMOQRnpy;Extremely Negative
18/03/2020;Being in Spain during lockdown has given me some perspective on what to expect when it inevitably happens in the UK. Police pulled people over and forced them to go home, handed out fines to people going out jogging. Can only go to the supermarket, pharmacy or work! #CoronaVirus;Negative
18/03/2020;COVID 19 Police impose limits on staple food purchases amid panic buying;Extremely Negative
18/03/2020;@BarackObama @JeniferLewis LetÂ’s not forget the grocery store workers, gas station attendants and everyone else who work other essential services!!! TheyÂ’re face to face with hundreds of untested people daily!!!!!! #COVID2019;Positive
18/03/2020;Our youngest is a cashier in a grocery store working like a donkey back hurting customers being assholes but today a customer said I appreciate all the work you re doing and slipped her a 20 Made her day Be nice to the people working through the It helps;Extremely Positive
18/03/2020;The city of Los Angeles will be providing 5000 masks for grocery store clerks and 10 thousand masks for first responders;Neutral
18/03/2020;Sainsbury s is to restrict purchases on all grocery products and shut its cafes and fresh food counters as supermarkets step up their efforts to combat panic buying;Extremely Negative
18/03/2020;A LITTLE MESSAGE TO ALL THE GREEDY PEOPLE CLEARING THE SHELVES AND LEAVING NOTHING FOR OTHERS;Negative
18/03/2020;I read last night a grocery store in Houston is stocking and sanitizing at night, and opening at 7AM to allow only their 65+ customers in to shop for what they need for one hour before opening the store to their younger customers. I think that is a great thing to do. #coronavirus;Extremely Positive
18/03/2020;Line to a supermarket in Italy the distance between the people has made a very lengthy queue;Neutral
18/03/2020;Going to the grocery store and seeing the empty shelves you d think we were a socialist country We re not ppl not yet anyway Don t hoard go in get what you need and leave food and toilet paper for the rest of us  #Covid 19;Negative
18/03/2020;CAN I MAKE IT CLEAR THIS IS NOT ME, NOT MY HOME AND CERTAINLY NOT MY GOODS. This is a post I saw on  fb and i chose to post it on twitter to show how selfish some people are. IÂ’M  DISGUSTED ???? https://t.co/ORhMlJ1MxO;Negative
18/03/2020;Govt says online shopping delivery of non food necessities count as essential services rodahidup benjamin aruna soh;Neutral
18/03/2020;my new favourite thing to do during covid-19 is to look around the supermarket at the stuff nobody wants, even in panic buy mode https://t.co/RPhr2yYcRB;Negative
18/03/2020;@animalcrossing How come @Target stopped pre-orders for animal Crossing on Nintendo switch? And there is no buy online pickup store option for the game. Wal-Mart has it for $10 below retail but it's in store price only that will make people crowd during a;Negative
18/03/2020;Since everyone is panic buying like crazy and we are on a partial lockdown I ll share with you a list of Home Delivery in Malaysia Keep yourself safe at home during this covid 19 season Below are the list of online grocery shopping stores you can use Thread;Positive
18/03/2020; A special shopping hour for pensioners was a great suggestion by our online community and we very quickly worked with our stores to make this a reality  ;Extremely Positive
18/03/2020;Herald has stepped up its supply of foil trays lids and bagasse hot boxes and burger boxes in a bid to support pubs bars and restaurants operating as hot food takeaways during the coronavirus outbreak;Positive
18/03/2020;Late to the party but the supermarket toilet paper fights really put these firies losing everything in the bushfires into perspective You d hope that those in affected communities can get the supplies they need;Negative
18/03/2020;@RandPaul I am with you 99% of the time. This is a mistake. I agree we need to be responsible but our house and businesses are burning right now. It is not the time to talk about water prices. PUT THE FIRES OUT. People are losing their jobs and LIVES #COV;Negative
18/03/2020;This was taken in a grocery store parking lot in my hometown.  No one deserves to get Covid-19. No one EXCEPT these people. Seriously, what complete pieces of shit ??? https://t.co/qKomDVm6Rl;Extremely Negative
18/03/2020;Ppl are more deadly than the coronavirus ?. Do you know that immediately #Covid_19 entered Ghana ??, prices of hand sanitizers and nose mask inflate. U want to kill n bury ppl by making more profits. You n coronavirus ?, who is more deadly now? ???;Positive
18/03/2020;day 10 the queues to get into supermarkets one at a time are getting longer Are more people starting to dare to come out or are they running out of the food they stockpiled in a panic;Negative
18/03/2020;A good take on the grocery supply;Positive
18/03/2020;I'd like to know how disabled people who have to use grocery pick up or delivery are going to eat when half the things we order and wait to get are later out of stock because in person shoppers have grabbed them up before the employee can fill our order. #coronavirus #disability;Positive
18/03/2020;who would have thought that going to the grocery store was the most exciting thing ever? #FlattenTheCurve #Quarantine #COVID2019;Positive
18/03/2020;NC Attorney General @JoshStein_ says so far heÂ’s received 136 price gouging complaints: half of those related to groceries, followed by hand sanitizer and cleaning products. #coronavirus #COVID19 @ABC11_WTVD #ABC11 https://t.co/jVqrBxRaGS;Positive
18/03/2020;Q2: With the #Corona pandemic disrupting the world right now, what can you do to be part of the solution? #DareToBe;Positive
18/03/2020;#COVID2019 hits oil producer states hard. Coupled with an #oilprice war, the pandemic amounts to a perfect storm. Prices are in free fall and below $30 now. So whoÂ’s over a barrel? A quick thread. https://t.co/kekhaQfY3j #OOTT 1/7;Positive
18/03/2020;US crude prices fall to 17-year low as #coronavirus spreads https://t.co/fb23KCZgtt;Extremely Negative
18/03/2020;A COMMUNITY is calling for a stop to panic buying and leave enough food for the and most people in society;Extremely Negative
18/03/2020;Shop as normal, give the supermarkets the chance to replenish after all the panic buying. Make these difficult times easier for everyone #StopPanicBuying #coronavirus;Negative
18/03/2020;According to a Mariano's employee who just got out of work and on my bus, a fight broke out in the grocery store, glass was broken. Stay safe y'all. #coronavirus #COVID19;Extremely Negative
18/03/2020;Well done @SkyUK putting your call prices up when people are in isolation and will need to chat on the phone more than ever!  Shame on you! #ShameOnYou #coronavirus;Extremely Negative
18/03/2020;Covid-19 impact on US vs. Seattle https://t.co/kf9lB7Inwn;Neutral
18/03/2020;Looking for a check or direct deposit from the gov t Read this first;Neutral
18/03/2020;Went to the grocery store and all the flour was gone Y all flour hoarders gonna be baking your own bread now  ;Neutral
18/03/2020;Right done a telephone list of emergency numbers I can think of right now for my areas.  Like #taxis #pubs #restaurants for food deliveries if they do that #petrolstations to ring to see if petrol in stock and also #funeral companies in case.  I could do more.  #coronavirus;Neutral
18/03/2020;Agree @LoyaltyLobby? on appalling ?@Accor? ?@All? not putting customers at the heart of their business. Where is the loyalty? As a #platinum customer, I am furious. They must rethink! ? #business #consumer #badcustomerservice #coronavirus  https://t.co/DmBlmUmUXc;Negative
18/03/2020;"2) Food Banks (Thx @NationHahn) give to people in need, and they expect a sharp increase in demand! Pro: Amazing ""value for money"" - at @FoodBank4NYC for example, 1 USD pays for 5 (!) meals https://t.co/TIB7WXWRov";Extremely Positive
18/03/2020;The reason people stock pile is because theyÂ’re scared food will be scarce in the future. Emptying supermarket shelves faster than the supply chain can restock them will cause a shortage of food. You are creating the very thing you were trying to prevent. #coronavirus #covid19UK;Negative
18/03/2020;Economic news has been focused on the stock market and corporate giants but the real impact will be on the working poor including those in hourly jobs in the service amp hospitality sectors whose jobs rely on robust consumer spending Let s focus on them;Negative
18/03/2020;Damn Straight Janitors Grocery Store Personnel Truck Drivers Cleaning Crews and most of all Medical Professionals are the true of this world Thanks to all of you for doing your jobs;Positive
20/03/2020;In some traders are raising the price of sanitary products and foodstuff delibrately despite that fact that our borsers with central asian countries are open for imports and we do not have deficiency 19;Neutral
20/03/2020;Alice Chan bumped into Joel Chan when buying groceries at the supermarket https://t.co/kOPTItgySv #alicechan #?? #joelchan #??? #coronavirus #groceries #supermarket #destiny;Neutral
20/03/2020;Germany COVID-19 Upadate: Food shortage sparks panic buying. Is there really a food shortage in Germany? Watch this video : https://t.co/oIVbrUPEZc https://t.co/jEE0Y3RKyZ;Extremely Negative
20/03/2020;Shopping for Hand Sanitizers Online in the Age of COVID 19 by;Positive
20/03/2020;Governor Nasir of Kaduna State was appointed as Chairman of the Sub Committee on COVID 19 pandemic and falling oil prices in the Nigeria economy and the revenues of State governments 2 2;Negative
20/03/2020;State Attorney General cracks down on unscrupulous actors on CraigsList engaging in scams  My office will not hesitate to take action against all those who use the as a get rich quick scheme at a consumer s expense  ;Positive
20/03/2020;PANIC BUYING It is time to put a Police or Army person inside and arrest panic buyers with fast track straight to 1 week prison term Some people are now running out of food and there is plenty of stock in the UK;Extremely Negative
20/03/2020;A passionate plea from an NHS worker, who says panic buying could stop his colleagues in their life saving work. #makeadifference #covid19 https://t.co/Ijq6FGzhWk;Negative
20/03/2020;This current way of life has us celebrating small wins like finding chicken or toilet paper in the grocery store #QuarentineLife #Covid_19;Extremely Positive
20/03/2020;@mtpennycook IÂ’m increasingly concerned that the Government are being far too complacent about the impact of #coronavirus on food supply.  Matthew Pennycook  does your tweet not just add to the panick being felt by the general public and fuel the stock p;Negative
20/03/2020;To all my fellow retail workers out there I say thank you. This time has been difficult and draining for us. #Coronavirus is no joke and we are working overtime to satisfy all the needs for the customer. All I ask from the consumer is to not empty our shelves and panic buy other https://t.co/ll1uDvbp4z;Positive
20/03/2020;Outside the supermarket we are approximately 20 people waiting in a queue 3 5m apart To enter the supermarket you ask qui n es el  ltimo i e who s the last one in the queue and wait your turn;Neutral
20/03/2020;A busy morning at work two hours wait to edit an online shopping delivery and the postman has just done a knock and run to avoid contact Good to see so many people taking seriously It is a strange and unfamiliar world at the moment;Negative
20/03/2020;The counterfeit trade is back in full swing and counterfeiters are actively targeting those staying at home (because of Covid-19) and shopping online. If EVER there was a time to support legitimate trade, the time is now people! #buyreal and #footballagainstfakes https://t.co/dUJZzWT97A;Extremely Positive
20/03/2020;19 Should pubs be forced to close;Negative
20/03/2020;The price of fish in France has dropped remarkably since the country was put on lockdown. But what does that mean for the industry as a whole? #COVID19 #coronavirus Read more: https://t.co/YitVXDLQNi https://t.co/HD9crQ5v8Z;Neutral
20/03/2020;The #coronavirus pandemic, along with a sharp decline in commodity prices and heightened volatility in global equity markets, have prompted @TechnipFMC to postpone the separation of its #business. #COVID19 #StockMarket https://t.co/q3mPorwxPy https://t.co/35ICuq8dR3;Negative
20/03/2020;"A group of #teens filmed themselves #coughing on produce at a Virginia grocery store and then posted the stunt to social media Â— a Â“disturbing trendÂ” amid the #coronavirus pandemic. The cops urge parents to ""talk with your children and explain to them why such behavior is wrong."" https://t.co/VMR2xMHfT6";Extremely Negative
20/03/2020;If you have not been directed to self-isolate, you may be making a trip to the grocery store this weekend. We've come up with some helpful tips and advice to help make your shopping experience a safe and healthy one! https://t.co/2fq9NNL9Lt #CKont #WeAreCKPublicHealth #Covid19;Extremely Positive
20/03/2020;As QE becomes the norm along both sides of the Atlantic, specially now that the US and the Eurozone economies will need it as part of their huge stimulus measures, #Gold will continue to go upwards. https://t.co/eQNhwCiElx #goldprice #Covid_19 #bearmarket #covid19;Positive
20/03/2020;I'm spending all my money at the grocery store ? #Covid_19;Neutral
20/03/2020;I just swallowed down the wrong pipe and started uncontrollably coughing at the grocery store. I'm pretty sure they called in a CDA 23-19. #Covid_19 #SocialDistanacing https://t.co/q0odB8s1Gn;Neutral
20/03/2020;While the rest of the world fights over Toilet paper in a Tunisian supermarket they sit alone like bad leftovers no one wants to touch  ;Extremely Negative
20/03/2020;.@Target steps it up for employees.  https://t.co/PLsnfrXVDa #retail #coronavirus #Target https://t.co/MxPze8EH9O;Neutral
20/03/2020;Omera Canpara we are fairing so far well as the UK   government is looking after it s citizens It is only the fear of Covid 19 has caused food panic just a scramble for food in supermarkets basically their are all empty and yet they filled shelf them up everyday  ;Extremely Negative
20/03/2020;@jamoropio Bro, how's #COVID2019 taking you guys?;Neutral
20/03/2020;Daily reflection 20/3/20 https://t.co/V7Ws0O7dbG;Neutral
20/03/2020;Scammers are using illegal robocalls to pitch everything from scam treatments to work at home schemes As annoying as these unwanted calls may be DON T PRESS ANY NUMBERS Just hang up Learn more 7 8;Extremely Negative
20/03/2020;I wonder which place had the most germs right now, the hospital or the grocery store. #COVID19 #coronavirus #apocalypse2020;Neutral
20/03/2020;@Uber Your drivers are still driving tourists to and from hotels, airport, and supermarket where the virus is most apparent. #coronavirus donÂ’t you care about your drivers?;Positive
20/03/2020;When people behave like this does the human race deserve to come through this I mean we f ed up the planet people still buy The Sun and now we ve got this Maybe our time is done;Positive
20/03/2020;Wow! @VictoriasSecret have closed their online store too due to the #coronavirus. This follows @tjmaxx. @laurenthomas. https://t.co/QNnAXVO2fg https://t.co/tlig7wtsr0;Positive
20/03/2020;is seeing a reduction in donations while more demand is expected as the COVID 19 crisis continues The non profit agency has also taken steps to reduce the spread of the virus;Negative
20/03/2020;Everyone who hoarded food should be ashamed nurses can t buy food Virus;Negative
20/03/2020;The U.K government needs to step in and stop all the food hoarding before some people starve. Panic begets more panic which creates food shortages for the most vulnerable. #stopstockpiling #CoronaVirusUpdate #CoronaCrisis;Extremely Negative
20/03/2020;Convenience food firm Greencore Group has said that trading for the first five months of the year has been 'broadly in line with expectations', as the business steps up its efforts to meet increased demand due to the #coronavirus. https://t.co/sm2Rz05Z28;Positive
20/03/2020;"So this happened to me today while at the grocery store: an old man wearing blue latex gloves randomly gave me ""a tip"" that @Costco was getting a new shipment of TP tomorrow morning. Seniors got first dibs. I assured him I would let my mother know.  #stayconnected #Coronavirus";Positive
20/03/2020;White Bean Soup w/ Tuscan kale,  smoked ham stock, tomato, chorizo, mirepoix, garlic... #cheflife #familytime #socialdistancing #covid_19 #simple #good #food @ Los Angeles, California https://t.co/LGr0hArVkp;Neutral
20/03/2020;I know  we are in national crisis  of the corana virus bs  but please do no empty the. Supermarket  ppl  need milk and eggs and chicken  and   meat be considered to  other  #coronavirus #miamichef #cheflife #chefrecio305;Negative
20/03/2020;Nice of @EE to send me another letter to let me know that the prices of my plan have gone up for the second time in the space of 3 months, especially during these difficult times where people may be struggling financially #CoronaCrisis;Negative
20/03/2020;This is awful to watch but a very important message we need to look after one another;Positive
20/03/2020;Spread the word If grocery store shelves are barren try Rite Aid or CVS Pharmacies are still open and often have tons of shelf stable protein shakes power bars and often other non perishable items along with necessities like milk;Positive
20/03/2020;@MbroCouncil @NHSEngland Middlesbrough has a brand new building which looks good to go in the failed SainsburyÂ’s supermarket near the riverside stadium possibly perfect for setting up a Coronavirus HQ for Teesside patients? #jamescookhospital #coronaviru;Positive
20/03/2020;Just made a trip to the grocery store. It was horrible. There were so many people and I wanted to have 4-hour conversations with all of them. #extrovert #COVID_19 #quarantine #HelpMePleaseIAmGoingCrazyHaHaHaHaHaHaHahaHaHaHahaHaaaaa;Negative
20/03/2020;Can we please stop wasting limited #Covid_19 tests on asymptomatic #NBA players?  I love you guys, but if weÂ’re testing asymptomatic people, shouldnÂ’t we start with healthcare workers, grocery store workers, or just about anyone else?;Positive
20/03/2020;Paul McNamme Big Issue A universal basic income might be the only way to get money to people even though Iain Duncan Smith thinks it s a bad idea but something needs to be done now so people have cash;Negative
20/03/2020;Wow Early 311 complaint trends in the age of in NYC;Positive
20/03/2020;Security only letting a few people into the grocery store at a time to limit crowding, and an employee hands out disinfectant wipes. Wild stuff. #Covid_19 #COVIDCanada #COVID19ON #COVID19Toronto https://t.co/i6xxrJT0S2;Positive
20/03/2020;AD In just 3 hours you ll have your groceries delivered at your doorstep Stay safe from by shopping online and paying online is your supermarket at home Visit   ;Positive
20/03/2020;My home town supermarket booze section the first day they announce pub closures...#Covid_19 https://t.co/cosBNqAflp;Neutral
20/03/2020;Nothing brings family together more than food And with everyone in quarantine due to the COVID 19 pandemic this is a great time to reduce panic and fear by getting the children creatively involved in the culinary  feastivities  Read more here;Neutral
20/03/2020;I was the only shopper wearing gloves and mask at the grocery store today.  People were not even using wipes for carts and baskets. 56% of Californians might be a conservative estimate. #COVID2019 #AC360 #ActLikeYouHaveTheVirus #CV;Neutral
20/03/2020;Empty shelves are appearing in local #Supermarket and #highstreet stores. Supplies  maybe running low. They have #noidea when the shelves will be #filledup urgently. Due to #coronavirus #Covid_19. https://t.co/DjRJcW1GT5;Negative
20/03/2020;Going to the grocery store be like... #COVID19 #Covid_19 #QuarentineLife #foodie https://t.co/bSYm5rGAgs;Positive
20/03/2020;#Illinois #governor #Pritzker orders a stay at home starting Saturday until April 7, 2020. #Chicago #COVID19 #coronavirus #Covid_19 #COVID19US #CoronaCrisis #CoronaVirusUpdate #CoronavirusPandemic #StaySafeStayHome #StayAtHome #StopHoarding #StayAtHomeChallenge #SocialDistanacing;Neutral
20/03/2020;Interesting to see supermarket staff in France are wearing masks and gloves. Plus, staff are wiping down pens, cards, keypads etc at checkout.. take note, please @Tesco @sainsburys @Morrisons @waitrose @LidlGB @AldiUK  etc.. your staff are at high risk #Covid_19;Positive
20/03/2020;in Scotland latest Full article Staff and shoppers speak of locust at busy Edinburgh supermarket;Neutral
20/03/2020;I saw a man lick his fingers before walking into the grocery store today, so just assume all your products have been touched by a person who licked themselves and join me down here in my anxiety hole.  #wtf #Covid_19 #coronavirus #anxiety;Positive
20/03/2020;The toilet paper situation in #Hanoi. Fully stocked supermarket shelves. Just about everyone is wearing masks. Temperatures are being checked when you enter closed public spaces. Hand sanitiser everywhere. Bravo Vietnam! #VietNamLeavesNoOneBehind #Covid_19 #coronavirus #Vietnam https://t.co/fzmRFMg62g;Positive
20/03/2020;restaurant offers its entire stock of food to staff as it closes due to COVID 19;Neutral
20/03/2020;Got my mum some shopping and cat food and accidentally panic bought myself a bottle of rum. Time to hide indoors and play Skyrim until I'm too wankered to see the tv screen. Stay safe everyone and stop hoarding you wankers! #StopHoarding #stopstockpiling #CoronaCrisis https://t.co/x7ujGWgJFW;Negative
20/03/2020;With U.S. consumers social distancing in response to the #coronavirus, online #grocery shopping has accelerated in an unprecedented way. https://t.co/cIpujpRa4s @JDMeltonDC360;Neutral
20/03/2020;Do you mean such as this Shopkeeper in Newcastle city centre exposed for selling hand sanitizer at extortionate prices people trying to profit out of should be ashamed;Positive
20/03/2020;Lower price rates just to resuscitate an already shrinking tourism demand due to 19 travel restrictions could be a more damaging cost trap Businesses can miss out on opportunities to charge higher prices when the industry could have allowed;Extremely Negative
20/03/2020;Ammo prices have gone up online #DixieProle #coronavirus #CoronaVirusUpdate #StayHome;Neutral
20/03/2020;It's not #coronavirus that will kill humankind, it's our own stupidity, greed and selfishness...?? STOP hoarding, STAY the fuck home if you can, BE KIND  #coronavirusaustralia #StopHoarding #COVID?19 #COVID19Aus #BeKind;Extremely Negative
20/03/2020;Why are empty This 2 min clip explains the Bullwhip Effect 1 x customer buys double 1x product at 1 x supermarket Now imagine millions of shoppers x 10 000 s of stores products distributors and producers 19;Negative
20/03/2020;@LizJarvisUK @sainsburys The queues outside need to be supervised by supermarket staff, too - enforcing separation, as occurs on the continent #Coronavirus;Neutral
20/03/2020;Companies will be rightly judged on their response to #coronavirus #KungFlu those that hiked prices, refused to pay out on insurance policies taken in good faith, sacked staff without warning, or just generally behaved like assholes will be remembered and will suffer long-term;Negative
20/03/2020;Another day of panic and another day of empty supermarket shelves Visited 2 supermarkets not a scrap of fresh meat pasta rice potatoes and veg Only thing plentiful was crap  When are people going to stop kicking UK farmers and start backing us;Extremely Negative
20/03/2020;@NetflixDE If you are planning to reduce the stream quality to avoid general internet problems in Europe, I agree with that but then I will downgrade my subscription because I won't pay for 4K to get HD ?????. Are you thinking about changing prices too? #;Positive
20/03/2020;Dear Can live on objects Should I be concerned about catching the virus from things I buy at the grocery store or while filling up my car with gas Get the answer;Positive
